2026-06-29 11:19:04,685 [INFO] engine.optim_wrapper: Param: backbone.res_layers.0.blocks.0.branch2a.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,687 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.0.blocks.0.branch2b.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,687 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.0.blocks.0.branch2c.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,687 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.0.blocks.0.short.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,687 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.0.blocks.1.branch2a.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,687 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.0.blocks.1.branch2b.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,687 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.0.blocks.1.branch2c.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.0.blocks.2.branch2a.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.0.blocks.2.branch2b.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.0.blocks.2.branch2c.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.1.blocks.0.branch2a.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.1.blocks.0.branch2b.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.1.blocks.0.branch2c.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.1.blocks.0.short.conv.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.1.blocks.1.branch2a.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.1.blocks.1.branch2b.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.1.blocks.1.branch2c.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.1.blocks.2.branch2a.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.1.blocks.2.branch2b.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.1.blocks.2.branch2c.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.1.blocks.3.branch2a.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.1.blocks.3.branch2b.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.1.blocks.3.branch2c.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.2.blocks.0.branch2a.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.2.blocks.0.branch2b.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.2.blocks.0.branch2c.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.2.blocks.0.short.conv.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.2.blocks.1.branch2a.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.2.blocks.1.branch2b.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.2.blocks.1.branch2c.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.2.blocks.2.branch2a.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.2.blocks.2.branch2b.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.2.blocks.2.branch2c.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.2.blocks.3.branch2a.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.2.blocks.3.branch2b.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,688 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.2.blocks.3.branch2c.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.2.blocks.4.branch2a.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.2.blocks.4.branch2b.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.2.blocks.4.branch2c.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.2.blocks.5.branch2a.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.2.blocks.5.branch2b.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.2.blocks.5.branch2c.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.3.blocks.0.branch2a.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.3.blocks.0.branch2b.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.3.blocks.0.branch2c.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.3.blocks.0.short.conv.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.3.blocks.1.branch2a.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.3.blocks.1.branch2b.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.3.blocks.1.branch2c.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.3.blocks.2.branch2a.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.3.blocks.2.branch2b.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: backbone_ir.res_layers.3.blocks.2.branch2c.conv.weight, lr: 1e-05, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: neck.convs.0.conv.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: neck.convs.0.conv.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: neck.convs.0.norm.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: neck.convs.0.norm.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: neck.convs.1.conv.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: neck.convs.1.conv.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: neck.convs.1.norm.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: neck.convs.1.norm.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: neck.convs.2.conv.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: neck.convs.2.conv.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: neck.convs.2.norm.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: neck.convs.2.norm.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: neck.extra_convs.0.conv.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,689 [INFO] engine.optim_wrapper: Param: neck.extra_convs.0.conv.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,690 [INFO] engine.optim_wrapper: Param: neck.extra_convs.0.norm.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,690 [INFO] engine.optim_wrapper: Param: neck.extra_convs.0.norm.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,690 [INFO] engine.optim_wrapper: Param: neck_ir.convs.0.conv.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,690 [INFO] engine.optim_wrapper: Param: neck_ir.convs.0.conv.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,690 [INFO] engine.optim_wrapper: Param: neck_ir.convs.0.norm.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,690 [INFO] engine.optim_wrapper: Param: neck_ir.convs.0.norm.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,690 [INFO] engine.optim_wrapper: Param: neck_ir.convs.1.conv.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,690 [INFO] engine.optim_wrapper: Param: neck_ir.convs.1.conv.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,690 [INFO] engine.optim_wrapper: Param: neck_ir.convs.1.norm.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,690 [INFO] engine.optim_wrapper: Param: neck_ir.convs.1.norm.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,690 [INFO] engine.optim_wrapper: Param: neck_ir.convs.2.conv.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,690 [INFO] engine.optim_wrapper: Param: neck_ir.convs.2.conv.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,690 [INFO] engine.optim_wrapper: Param: neck_ir.convs.2.norm.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,690 [INFO] engine.optim_wrapper: Param: neck_ir.convs.2.norm.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,690 [INFO] engine.optim_wrapper: Param: neck_ir.extra_convs.0.conv.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,691 [INFO] engine.optim_wrapper: Param: neck_ir.extra_convs.0.conv.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,691 [INFO] engine.optim_wrapper: Param: neck_ir.extra_convs.0.norm.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,691 [INFO] engine.optim_wrapper: Param: neck_ir.extra_convs.0.norm.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,691 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.point_wise.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,691 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.point_wise.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,691 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.norm1.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,691 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.norm1.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,691 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.norm1_.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,691 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.norm1_.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.attn.q.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.attn.q.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.attn.kv.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.attn.kv.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.attn.proj.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.attn.proj.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.attn2.q.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.attn2.q.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.attn2.kv.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.attn2.kv.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.attn2.proj.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.attn2.proj.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.cross_attn.rpe_table, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.cross_attn.offset_network.0.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.cross_attn.offset_network.0.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.cross_attn.offset_network.1.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.cross_attn.offset_network.1.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.cross_attn.offset_network.3.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.cross_attn.q.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.cross_attn.q.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.cross_attn.k.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.cross_attn.k.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.cross_attn.v.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.cross_attn.v.bias, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.cross_attn.o.weight, lr: 0.0001, weight_decay: 0.0001
2026-06-29 11:19:04,692 [INFO] engine.optim_wrapper: Param: fusion_neck.fusion_layers.0.attention.blocks.cross_attn.o.bias, lr: 0.0001, weight_decay: 0.0001
